"Reporting starts","Reporting ends","Ad name","Ad delivery","Attribution setting",Results,"Result indicator",Reach,Frequency,"Cost per results","Ad set budget","Ad set budget type","Amount spent (USD)",Ends,"Quality ranking","Engagement rate ranking","Conversion rate ranking",Impressions,"CPM (cost per 1,000 impressions) (USD)","Link clicks",shop_clicks,"CPC (cost per link click) (USD)","CTR (link click-through rate)","Clicks (all)","CTR (all)","CPC (all) (USD)","Landing page views","Cost per landing page view (USD)"
2026-01-01,2026-02-18,"Sam Taggert",not_delivering,"7-day click or 1-day view",,,170,1.058824,,20,Daily,4.42,Ongoing,-,-,-,180,24.555556,1,,4.42,0.555556,3,1.666667,1.473333,2,2.21
2026-01-01,2026-02-18,"Sizzle #3",not_delivering,"7-day click or 1-day view",,,1,1,,20,Daily,0,Ongoing,-,-,-,1,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Tiffany Lyons",not_delivering,"7-day click or 1-day view",,,8,1,,20,Daily,0.24,Ongoing,-,-,-,8,30,,,,,0,0,0,,
2026-01-01,2026-02-18,"We Fill Rooms #2",not_delivering,"7-day click or 1-day view",,,1,1,,10,Daily,0.28,Ongoing,-,-,-,1,280,,,,,0,0,0,,
2026-01-01,2026-02-18,"Sam Taggert",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,2,1,,10,Daily,0,Ongoing,-,-,-,2,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Tiffany Lyons",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,111,1.036036,,10,Daily,4.59,Ongoing,-,-,-,115,39.913043,3,,1.53,2.608696,7,6.086957,0.655714,3,1.53
2026-01-01,2026-02-18,Shanda,not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,21,1,,10,Daily,0.45,Ongoing,-,-,-,21,21.428571,,,,,0,0,0,,
2026-01-01,2026-02-18,"Cody Sperber",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,24,1.208333,,10,Daily,2.78,Ongoing,-,-,-,29,95.862069,2,,1.39,6.896552,4,13.793103,0.695,2,1.39
2026-01-01,2026-02-18,"Sam Taggert",not_delivering,"7-day click, 1-day view, or 1-day engaged-view",,,108,1.018519,,10,Daily,3.33,Ongoing,-,-,-,110,30.272727,1,,3.33,0.909091,2,1.818182,1.665,1,3.33
2026-01-01,2026-02-18,"Alanna Testimonial",active,"7-day click or 1-day view",11558,reach,11558,1.568697,3.79131338,3,Daily,43.82,Ongoing,"Below average - Bottom 35% of ads",-,-,18131,2.416855,8,,5.4775,0.044123,12,0.066185,3.651667,7,6.26
2026-01-01,2026-02-18,"AI Ad #2 - Copy",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Tiffany Lyons",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Pace Morby",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Top Ad - ""STOP""",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"AI Ad #6",not_delivering,-,,,0,0,,40,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Instant Form - Sell Out Your Next Event",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Image #2 - We fill events for coaches/speakers",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Ad #2 - STOP promoting your event like it's 2010",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Ad #1 - You don't need more leads"" - Checklist",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Test. Sizzle  - Cropped #2",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Ad #2 - STOP promoting your event like it's 2010",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Ad #2 - STOP promoting your event like it's 2010",not_delivering,-,,,0,0,,20,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"""We filled 200+"" AI Ad",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Image - We fill rooms...",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Ad #2 - STOP promoting your event like it's 2010",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"""We filled 200+"" AI Ad",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Ad #2 - STOP promoting your event like it's 2010",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"David Testimonial",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Alanna Testimonial",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Ajay Testimonial",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Peter Snelle Testimonial",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"David Testimonial",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Peter Snelle Testimonial",inactive,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Image - We fill rooms...",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"STOP promoting your event",not_delivering,-,,,0,0,,40,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Short Test. #2",not_delivering,-,,,0,0,,45,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Image #2",not_delivering,-,,,0,0,,20,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Ad #2 - STOP promoting your event like it's 2010",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Pace Morby",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"""How we sell out events"" Static Ad",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Test. Sizzle  - Cropped #2",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Ad #2 - STOP promoting your event like it's 2010",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Ad #2 - STOP promoting your event like it's 2010",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Image - We fill rooms...",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Ad #2 - STOP promoting your event like it's 2010",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Tiffany Lyons",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"New Testimonial Sizzle",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Testimonial Sizzle",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Ad #1 - Leads coming in...",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Image - We fill rooms...",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Ad #4 - ""We pack rooms""",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Ad #2 - ""STOP promoting your event""",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Alanna Testimonial",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Video #1",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Alanna Testimonial",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Storm Leroy",not_delivering,-,,,0,0,,15,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Ajay Testimonial",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Sizzle #3",not_delivering,-,,,0,0,,35,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Brad Lea",not_delivering,-,,,0,0,,20,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"""We Fill The Room"" Ad - Copy",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Image #2",not_delivering,-,,,0,0,,45,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"AI Ad #5",not_delivering,-,,,0,0,,25,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"AI Ad #1",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Pace Morby",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Storm Leroy Testimonial",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Instant Form - New Ad #2",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Video #3",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Instant Form - Sell Out Your Next Event",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Instant Form - Sell Out Your Next Event",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Tiffany Lyons",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Image #2 - We fill events for coaches/speakers",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Ad #2 - STOP promoting your event like it's 2010",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Ad #1 - You don't need more leads"" - Checklist",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Test. Sizzle  - Cropped #1",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Ad #2 - STOP promoting your event like it's 2010",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Image - We fill rooms...",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Storm Leroy",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Ad #2 - STOP promoting your event like it's 2010",inactive,-,,,0,0,,20,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Ad #2 - STOP promoting your event like it's 2010",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Ad #2 - STOP promoting your event like it's 2010",not_delivering,-,,,0,0,,15,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Ajay Testimonial",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Peter Snelle Testimonial",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Ajay Testimonial",inactive,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"STOP promoting your event",not_delivering,-,,,0,0,,40,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Sam Taggart",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Video #2 - New Video",not_delivering,-,,,0,0,,20,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Testimonial Video",not_delivering,-,,,0,0,,20,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"AI Ad #6",not_delivering,-,,,0,0,,20,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Pace Morby",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"AI Ad #7",not_delivering,-,,,0,0,,40,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"AI Ad #5",not_delivering,-,,,0,0,,40,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Instant Form - New Ad #2",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Pace Morby",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Ad #1 - You don't need more leads"" - Checklist",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Ad #2 - STOP promoting your event like it's 2010",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Image #2 - We fill events for coaches/speakers",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Pace Morby",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Ad #2 - STOP promoting your event like it's 2010",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Ad #1 - Leads coming in...",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Ad #2 - STOP promoting your event like it's 2010",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Ad #3 - ""See how we sell out events""",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Video #1",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Ajay Testimonial",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Ajay Testimonial",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Peter Snelle Testimonial",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"David Testimonial",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"David Testimonial",not_delivering,-,,,0,0,,25,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"AI Ad #6 - Old Copy",not_delivering,-,,,0,0,,25,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"David Testimonial",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Event Rescue Team",not_delivering,-,,,0,0,,25,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Video #2",not_delivering,-,,,0,0,,45,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Video #1  - ""STOP""",not_delivering,-,,,0,0,,20,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"AI Ad #7",not_delivering,-,,,0,0,,25,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"AI Ad #4",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"AI Ad #5",inactive,-,,,0,0,,20,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Pace Morby",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Image #2",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Pace Morby",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Ad #1 - You don't need more leads"" - Checklist",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Image #2 - We fill events for coaches/speakers",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Test. Sizzle  - Cropped #1",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Ad #2 - STOP promoting your event like it's 2010",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Ad #2 - STOP promoting your event like it's 2010",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Ad #1 - Leads coming in...",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Ad #1 - Leads coming in...",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Image - We fill rooms...",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Ad #1 - Leads coming in...",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Storm Leroy",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Testimonial Sizzle",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Peter Snelle Testimonial",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Alanna Testimonial",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Alanna Testimonial",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Video #1",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Pace Morby",not_delivering,-,,,0,0,,15,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Ajay Testimonial - Copy",inactive,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"New Image #1",not_delivering,-,,,0,0,,20,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Image #2 - Copy",not_delivering,-,,,0,0,,20,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Image #2",not_delivering,-,,,0,0,,20,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"AI Ad #7",not_delivering,-,,,0,0,,20,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"AI Ad #8",inactive,-,,,0,0,,20,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Image #3",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Video #2",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Image #2 - We fill events for coaches/speakers",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Ad #1 - Leads coming in...",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Pace Morby",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Image - We fill rooms...",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Storm Leroy",not_delivering,-,,,0,0,,15,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Video #1",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Peter Snelle Testimonial",inactive,-,,,0,0,,5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Storm Leroy",not_delivering,-,,,0,0,,15,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
