"Reporting starts","Reporting ends","Ad set name","Ad set delivery","Attribution setting",Results,"Result indicator",Reach,Frequency,"Cost per results","Ad set budget","Ad set budget type","Amount spent (USD)",Ends,Starts,Impressions,"CPM (cost per 1,000 impressions) (USD)","Link clicks",shop_clicks,"CPC (cost per link click) (USD)","CTR (link click-through rate)","Clicks (all)","CTR (all)","CPC (all) (USD)","Landing page views","Cost per landing page view (USD)"
2026-01-01,2026-02-18,"GHL Leads - Peter Snelle Testimonial",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-17,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Watched 50% Ads - Peter Snelle Testimonial - Copy",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-18,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"[ESA] - Engaged in IG Past Year (Excluding IG Engagement)",not_delivering,-,,,0,0,,"Using campaign budget",0,0,Ongoing,2024-09-28,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Event Planners",not_delivering,-,,,0,0,,"Using campaign budget",0,0,Ongoing,2024-10-01,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,Untargeted,not_delivering,-,,,0,0,,"Using campaign budget",0,0,Ongoing,2024-10-02,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Custom Audience Blend",not_delivering,-,,,0,0,,50,Daily,0,Ongoing,2024-10-11,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Event Plan. - Eng. Shop. - Copy",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-05-03,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Lookalike (liked ESA FB Page) - New Ad #1",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-06-05,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All Miami Entrepreneur's - Promo #1",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-06-06,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Warm Aud. w/ Ad Eng. (Ex. Bad Leads) - New Ad #2 - New Form",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-07-07,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Lookalike - 95% Vids (Ex. Bad Leads) - Video #2 - New Form",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-07-09,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Coaches (Ex. Bad Leads) - Video #2 - New Form - Conv. (Narrow)",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-07-09,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Niche Audience Wealth & Motivational- ALL Ads - New Form –",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-08-21,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Health/Wellness Coaches",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-08-25,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"No Targeting",inactive,-,,,0,0,,50,Daily,0,Ongoing,2025-09-01,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Set 3 (3 VA) - Top Lookalikes",inactive,-,,,0,0,,30,Daily,0,Ongoing,2025-09-06,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All WARM Audiences FL - Individual Testimonials",inactive,-,,,0,0,,15,Daily,0,Ongoing,2025-09-07,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Set 7 (2 VA) - Consultants - Copy",inactive,-,,,0,0,,50,Daily,0,Ongoing,2025-09-09,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Set 9 (2 VA) - Open",not_delivering,-,,,0,0,,60,Daily,0,Ongoing,2025-09-10,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Set 10 (3 VA) - Open",not_delivering,-,,,0,0,,60,Daily,0,Ongoing,2025-09-10,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Set 7 (2 VA) - Coaches/Speakers - 35-58 - Copy",not_delivering,-,,,0,0,,50,Daily,0,Ongoing,2025-09-10,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"90-Day IG/FB Engagement - Pace Morby",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-11-18,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"LL - 95% IG Vids Past Year - ""You don't need more leads"" Video Ad",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-12-03,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"GHL Leads - BS Video #1 - Copy",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-18,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"GHL Leads - Ajay Testimonial - Copy",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-18,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Watched 25% of Ads Past 7 Days ​- AI Ad #6 - Old Copy",inactive,-,,,0,0,,25,Daily,0,Ongoing,2025-12-20,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Visited CHL Page ​ ​- ""STOP promoting your event""",inactive,-,,,0,0,,40,Daily,0,Ongoing,2026-01-08,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"[ESA] - Coaches/Consultants + Event Planning",inactive,-,,,0,0,,"Using campaign budget",0,0,Ongoing,2024-09-28,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Coaches/Consultants - Copy",not_delivering,-,,,0,0,,"Using campaign budget",0,0,Ongoing,2024-10-02,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"BEST Lookalikes (Exl. Warm Aud.) - Top Ads - Copy",inactive,-,,,0,0,,30,Daily,0,Ongoing,2025-06-13,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Lookalike - 95% Vids (Ex. Bad Leads) - ""We help coaches/speakers"" Image Ad",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-06-19,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Warm Audiences w/ Ad Engagement (Ex. Bad Leads) - Top Ads",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-06-19,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"BEST Lookalikes (Exl. Warm/Bad Aud.) - Top 3 Ads",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-07-07,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Engaged with IG/FB Past Year",not_delivering,-,,,0,0,,35,Daily,0,Ongoing,2025-09-01,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Set 3 (3 VA) - Consultants",inactive,-,,,0,0,,30,Daily,0,Ongoing,2025-09-07,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Set 1 (3 VA) - Entrepreneurs + Coaches",inactive,-,,,0,0,,30,Daily,0,Ongoing,2025-09-07,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Gaylord Palms Resort & Convention Center - Copy",not_delivering,-,,,0,0,,100,Daily,0,Ongoing,2025-09-09,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Coaches/Speakers - 35-58",not_delivering,-,,,0,0,,20,Daily,0,Ongoing,2025-09-10,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Set 7 (2 VA) - Consultants - Copy",not_delivering,-,,,0,0,,60,Daily,0,Ongoing,2025-09-10,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All Lookalikes - Checkout & AI",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-10-02,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"No Targeting - Image #2",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,2025-11-15,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"No Targeting - New AI Ad #7",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-11-16,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Coaches/Speakers - Pace Morby",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-11-16,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All Lookalike Audiences - Excluding WARM - Copy",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-11-29,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Event Planner, Biz Owner, Personal Dev - New AD #2",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-11-29,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Lookalike - Top Qaulified Leads (Ex. Bad Leads) - Video #2 - Copy",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-11-29,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All Audiences (Ex. NEW Bad Leads) - Top Ads - Copy",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,2025-11-29,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Top Lookalikes - ""STOP"" Video Ad",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-12-03,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"No Targeting - A+ (Top 25%) - Leads coming in...",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-12-07,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"No Targeting - A+ (Top 25%) - ""STOP"" Video Ad",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-07,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Watched 50% Videos Past Year ​- ""We filled 200+"" AI Ad",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-08,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"GHL Leads - Ajay Testimonial",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-17,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Event Planners",not_delivering,-,,,0,0,,"Using campaign budget",0,0,Ongoing,2024-10-02,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Lookalike (US, 1%) - filesaver-All_Oct 04 24 2_00 pm.csv",inactive,-,,,0,0,,200,Daily,0,Ongoing,2024-10-04,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,Coaches/Speakers,inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-05-16,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All WARM Audiences NEW - New AD #2 - Checklist - Copy",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-06-02,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All Lookalikes - New AD #3",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-06-05,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All Lookalikes - Promo #1",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-06-05,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Lookalike - All Leads - ""We help coaches/speakers"" Image Ad - Copy",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-06-16,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All Lookalikes - Top Ads",inactive,-,,,0,0,,50,Daily,0,Ongoing,2025-08-19,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Set 1 (3 VA) - Open",inactive,-,,,0,0,,70,Daily,0,Ongoing,2025-08-28,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Coaches & Trainers",inactive,-,,,0,0,,50,Daily,0,Ongoing,2025-08-29,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All WARM Audiences – Brian's Cal",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-08-29,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Business Coaches",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-08-29,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Best Interest Audience Mix - Ad Set #2",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-09-04,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,Consultants,not_delivering,-,,,0,0,,30,Daily,0,Ongoing,2025-09-09,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Final Audience New",inactive,-,,,0,0,,35,Daily,0,Ongoing,2025-10-20,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All WARM Audiences - NEW - New AI Ads #2",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-10-30,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Real Estate - Image #2",not_delivering,-,,,0,0,,20,Daily,0,Ongoing,2025-11-16,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Coaches (Ex. Bad Leads) - Video #2",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-11-30,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All Warm Audiences - ""We fill events"" Static Ad",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-12-03,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"LL - Liked ESA FB Page - ""We fill events"" Static Ad",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-12-03,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"25% of Ads Past Week (Ex. Leads)  - Test. Sizzle  - Cropped #1",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-04,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Watched 25% of Ads Past 7 Days ​- ""We filled 200+"" AI Ad",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-07,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Coaches/Mentors - Top 25% - Leads coming in...",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-07,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Watched 50% Videos Past Year  ​- ""STOP promoting your event"" - Copy",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-08,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Watched 25% of Ads Past 7 Days ​ ​- Storm Leroy",inactive,-,,,0,0,,15,Daily,0,Ongoing,2025-12-19,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"AIA - Phase 1 Ad Set: Engaged In IG Page Past Year",inactive,-,,,0,0,,10,Daily,0,Ongoing,2024-09-22,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"NEW - Coaches/Consultants",not_delivering,-,,,0,0,,"Using campaign budget",0,0,Ongoing,2024-09-29,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"NEW - Personal development",not_delivering,-,,,0,0,,"Using campaign budget",0,0,Ongoing,2024-09-29,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"NEW - Coaches/Consultants",not_delivering,-,,,0,0,,"Using campaign budget",0,0,Ongoing,2024-09-29,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"[ESA] - Website Vis. Past 6 months",not_delivering,-,,,0,0,,"Using campaign budget",0,0,Ongoing,2024-09-29,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Watche 50% Vids Past Year",not_delivering,-,,,0,0,,"Using campaign budget",0,0,Ongoing,2024-09-30,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Coaches/Consultants + Event Planning",not_delivering,-,,,0,0,,"Using campaign budget",0,0,Ongoing,2024-09-30,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Event Planners",not_delivering,-,,,0,0,,"Using campaign budget",0,0,Ongoing,2024-10-01,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Entreprenuers (USA)",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,2024-10-03,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All WARM Audiences (A+)",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,2024-10-03,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Custom Audience Blend",not_delivering,-,,,0,0,,20,Daily,0,Ongoing,2024-10-12,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Lookalike 1% US - Original [1]",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-05-16,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Speakers/Experts ONLY - Refined 948K - Sizzle testimonial",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-05-16,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All WARM Audiences NEW - Testimonial Sizzle",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-05-25,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All WARM Audiences NEW - New AD #3 - Checklist - Copy",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-06-04,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Event Planner, Biz Owner, Personal Dev - New AD #2",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-06-09,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All Warm Audiences - Video #2",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-07-01,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All Audiences (Ex. NEW Bad Leads) - Image #2",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-07-09,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"LA - Top Qualified Leads (Ex. Bad Leads) - Video #2 - New Form - Copy",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-07-09,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Coaches/Speakers - ALL Ads - New Form #5",inactive,-,,,0,0,,50,Daily,0,Ongoing,2025-08-21,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Warm Audience",inactive,-,,,0,0,,30,Daily,0,Ongoing,2025-08-29,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Website Visitors",inactive,-,,,0,0,,15,Daily,0,Ongoing,2025-09-01,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Set 7 (2 VA) - Coaches/Speakers - 35-58 - Copy",not_delivering,-,,,0,0,,50,Daily,0,Ongoing,2025-09-10,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"No Targeting - Image #2 “We Fill Rooms”",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-11-16,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Coaches/Mentors - Top 25% - ""We fill rooms"" Image",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-07,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"[ESA] - [broad] - [pain 1] - 418",inactive,-,,,0,0,,"Using campaign budget",0,0,Ongoing,2024-04-18,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"[ESA] - [broad] - [pain 2] - 4.18",inactive,-,,,0,0,,"Using campaign budget",0,0,Ongoing,2024-04-18,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"[ESA] - [broad] - [desire 1] - 4.18",not_delivering,-,,,0,0,,"Using campaign budget",0,0,Ongoing,2024-04-18,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"[ESA] - [event planners] - [pain 1] - 4.18",inactive,-,,,0,0,,"Using campaign budget",0,0,Ongoing,2024-04-18,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"[ESA] - [event planners] - [discovery 1] - 4.18",inactive,-,,,0,0,,"Using campaign budget",0,0,Ongoing,2024-04-19,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Watche 50% Vids Past Year",not_delivering,-,,,0,0,,"Using campaign budget",0,0,Ongoing,2024-09-30,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Engaged in IG Past Year",not_delivering,-,,,0,0,,"Using campaign budget",0,0,Ongoing,2024-09-30,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Entrepreneur - Stories/Reels ONLY",not_delivering,-,,,0,0,,"Using campaign budget",0,0,Ongoing,2024-10-03,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Event Plan. - Eng. Shop. - AA+",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-04-29,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Lookalike 1% US - Original [3] - Copy",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-06-02,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All WARM Audiences NEW - New AD #3 - Checklist - Copy",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-06-04,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All Lookalike Audiences - Excluding WARM",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-06-12,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"LA - Liked ESA Page - Image #2",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-06-21,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Motivational speaking A+ - Top Ads - NEW Form/Copy",inactive,-,,,0,0,,40,Daily,0,Ongoing,2025-07-11,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"ESA - New Audience",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-08-25,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Entrepreneurs + Coaches",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-08-25,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Set 6 (3 VA) - Open",inactive,-,,,0,0,,30,Daily,0,Ongoing,2025-08-28,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Warm Audience - Copy",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-08-30,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"ALL GHL Leads",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-09-01,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Website Vis. / Eng. with Ad - Individual Testimonials",inactive,-,,,0,0,,15,Daily,0,Ongoing,2025-09-06,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Set 3 (3 VA) - Warm Audiences",not_delivering,-,,,0,0,,60,Daily,0,Ongoing,2025-09-10,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,Consultants,inactive,-,,,0,0,,35,Daily,0,Ongoing,2025-10-06,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"No Targeting - Sam Taggert",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-11-16,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"25% of Ads Past Week (Ex. Leads)  - Pace Morby",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-04,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All Warm Audiences - ""STOP"" Video Ad",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-06,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"[ESA] - [event planners] - [discovery 2] - 4.18",inactive,-,,,0,0,,"Using campaign budget",0,0,Ongoing,2024-04-19,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"[ESA] - [broad] - [pain 1] - 5.7",inactive,-,,,0,0,,"Using campaign budget",0,0,Ongoing,2024-05-07,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"[ESA] - [event planners] - [pain 1] - 5.7",inactive,-,,,0,0,,"Using campaign budget",0,0,Ongoing,2024-05-07,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"[ESA] - [event planners] - [pain 1] - 5.19",not_delivering,-,,,0,0,,"Using campaign budget",0,0,Ongoing,2024-05-19,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"[ESA] - [broad] - [pain 1] - 5.19",not_delivering,-,,,0,0,,"Using campaign budget",0,0,Ongoing,2024-05-19,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"ESA New VSL Landing",inactive,-,,,0,0,,"Using campaign budget",0,0,Ongoing,2024-06-19,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Event management (event planning)",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,2024-07-05,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Real estate investment club (club)",inactive,-,,,0,0,,20,Daily,0,Ongoing,2024-07-05,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Motivational speaking (business & finance)",not_delivering,-,,,0,0,,10,Daily,0,Ongoing,2024-07-05,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"AIA - Phase 1 Ad Set: DMs to Event Mangers, motivational speakers, RE Interest",inactive,-,,,0,0,,20,Daily,0,Ongoing,2024-07-12,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"AIA - Phase 1 Ad Set: DMs to Zero Interests",not_delivering,-,,,0,0,,80,Daily,0,Ongoing,2024-07-12,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Event Hosts - New Ad # 1",not_delivering,-,,,0,0,,5,Daily,0,Ongoing,2025-06-05,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Lookalike (liked ESA FB Page) - New Ad #2 - Copy",inactive,-,,,0,0,,30,Daily,0,Ongoing,2025-06-07,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Lookalike - All Website Visitors- New AD #2 - Copy",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-06-12,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Warm Audiences w/ Ad Engagement - Top Ads - New Form",inactive,-,,,0,0,,10,Daily,0,Ongoing,2025-07-09,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All Lookalikes - Top Ads",inactive,-,,,0,0,,45,Daily,0,Ongoing,2025-07-11,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Entrepreneurs WIDE - Top Ads",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-07-11,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Coaches/Speakers - 35-58",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-08-19,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All WARM Audiences",inactive,-,,,0,0,,20,Daily,0,Ongoing,2025-08-26,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"All WARM Audiences",not_delivering,-,,,0,0,,50,Daily,0,Ongoing,2025-08-29,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Set 7 (2 VA) - Top Lookalikes",not_delivering,-,,,0,0,,250,Daily,0,Ongoing,2025-09-06,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"No Targeting - New AI Ad #10",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-11-16,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"LL - Watched 95% Videos - ""STOP"" Video Ad",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-07,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Website Visitors - New Testimonial Sizzle",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-07,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Eventbrite - Top 25% Income - Leads coming in...",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-12-07,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Set 7 (2 VA) - Entrepreneurs + Coaches",inactive,-,,,0,0,,60,Daily,0,Ongoing,2025-09-07,0,0,,,,,0,0,0,,
2026-01-01,2026-02-18,"Best Lookalikes - Pace Morby",inactive,-,,,0,0,,5,Daily,0,Ongoing,2025-11-14,0,0,,,,,0,0,0,,
